Organization Name,Organization Name URL,Headquarters Location,Description,Industries,CB Rank (Company),Exit Date,Exit Date Precision,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Founded Date,Founded Date Precision,Operating Status
Lovevery,https://www.crunchbase.com/organization/lovevery,"Boise, Idaho, United States",Lovevery is an early learning platform that offers a stage-based system of information for parents and products for children.,"Baby, Child Care, Parenting",914,,,6,Late Stage Venture,2021-06-01,100000000,USD,100000000,Series C,100000000,USD,100000000,125967047,USD,125967047,Series C,125967047,USD,125967047,"Reach Capital, Collaborative Fund, Google Ventures, Eastward Capital Partners, Maveron",2015-01-01,year,Active
Khatabook,https://www.crunchbase.com/organization/khatabook,"Bangalore, Karnataka, India",Khatabook is the fintech startup that provides a digital ledger app targeted primarily at small businesses.,"Accounting, Financial Services, Payments, SaaS, Software",921,,,5,Late Stage Venture,2021-08-24,7430000000,INR,100208974,Series C,7430000000,INR,100208974,186708974,USD,186708974,Series C,186708974,USD,186708974,"Aditya Agarwal, Notable Capital, Tencent, Arjun Sethi, B Capital",2018-01-01,year,Active
HawkEye 360,https://www.crunchbase.com/organization/hawkeye-360-2,"Herndon, Virginia, United States",HawkEye 360 is a data analytics company that develops space-based radio frequency mapping.,"Aerospace, Analytics, Wireless",935,,,11,Late Stage Venture,2024-04-02,40000000,USD,40000000,Debt Financing,10000000,USD,10000000,372300000,USD,372300000,Series D,412300000,USD,412300000,"Alumni Ventures, Jacobs, BlackRock, Airbus, Adage Capital Management",2015-09-16,day,Active
Madhive,https://www.crunchbase.com/organization/madhive,"New York, New York, United States",Madhive is a tech company engineered for modern TV advertising.,"Advertising, Information Technology, TV",936,,,3,Private Equity,2023-06-13,300000000,USD,300000000,Private Equity,300000000,USD,300000000,300000000,USD,300000000,Private Equity,300000000,USD,300000000,"Digital Currency Group, Goldman Sachs Asset Management, Kenetic",2016-01-01,year,Active
GumGum,https://www.crunchbase.com/organization/gumgum,"Santa Monica, California, United States",GumGum is an Artificial Intelligence company that uses machine learning to extract value from digital content.,"Analytics, Artificial Intelligence (AI), Big Data, Computer Vision, Digital Media, Machine Learning, Natural Language Processing",937,,,7,Late Stage Venture,2021-04-13,75000000,USD,75000000,Series E,75000000,USD,75000000,133825000,USD,133825000,Series E,133825000,USD,133825000,"Crosscut Ventures, New Enterprise Associates, NewView Capital, Upfront Ventures, GS Growth",2008-01-01,year,Active
ShipMonk,https://www.crunchbase.com/organization/shipmonk,"Fort Lauderdale, Florida, United States",ShipMonk offers direct-to-consumer fulfillment and technology tools for e-commerce companies.,"E-Commerce, Logistics, SaaS, Shipping, Supply Chain Management, Warehousing",952,,,3,Private Equity,2021-01-27,65000000,USD,65000000,Private Equity,65000000,USD,65000000,365000000,USD,365000000,Private Equity,365000000,USD,365000000,"Summit Partners, Grotech Ventures, Supply Chain Ventures, Periphas Capital, SJF Ventures",2014-01-01,year,Active
Thrive Global,https://www.crunchbase.com/organization/thrive-global,"New York, New York, United States",Thrive Global develops technology that help individuals and companies improve their well-being and performance.,"Corporate Training, Mobile Apps, Personal Health, Software, Wellness",976,,,4,Late Stage Venture,2021-07-08,80000000,USD,80000000,Series C,80000000,USD,80000000,145930000,USD,145930000,Series C,145930000,USD,145930000,"M13, Kleiner Perkins, Goldman Sachs Asset Management, Jazz Venture Partners, Female Founders Fund",2016-01-01,year,Active
KOHO Financial,https://www.crunchbase.com/organization/koho-financial,"Toronto, Ontario, Canada",KOHO is an online financial services provider that offers an application-based banking platform to simplify financial products.,"Finance, Financial Services, FinTech, Mobile Payments, Payments",977,,,12,Late Stage Venture,2023-12-07,86000000,CAD,63249943,Series D,86000000,CAD,63249943,278882154,USD,278882154,Series D,407116018,USD,407116018,"BDC Venture Capital, Drive Capital, Eldridge Industries, Business Development Bank of Canada, Portage Ventures",2014-01-01,year,Active
Butternut Box,https://www.crunchbase.com/organization/butternut-box,"London, England, United Kingdom",Butternut Box is a pet food company that offers fresh food and customized meals for dogs.,"E-Commerce, Pet, Subscription Service","1,017",,,8,Private Equity,2023-09-04,280000000,GBP,353437176,Private Equity,280000000,GBP,353437176,466758250,USD,466758250,Private Equity,466758250,USD,466758250,"HSBC, L Catterton, White Star Capital, General Atlantic, Five Seasons Ventures",2016-01-01,year,Active
M2P Fintech,https://www.crunchbase.com/organization/m2p-fintech,"Chennai, Tamil Nadu, India",M2P Fintech offers financial solutions and helps businesses offer financial services.,"Developer APIs, Financial Services, FinTech, Mobile Payments, Payments","1,030",,,7,Late Stage Venture,2024-04-01,350000000,INR,4195990,Debt Financing,330000000,INR,4043324,111014864,USD,111014864,Series C,115210855,USD,115210855,"Visa, Flourish Ventures, Better Capital, Anicut Capital, Insight Partners",2014-01-01,year,Active
Mynd,https://www.crunchbase.com/organization/mynd,"Oakland, California, United States",Mynd is a property management company that helps investors to find and manage single-family rentals.,"Property Management, Real Estate, Rental Property, Residential","1,039",,,8,,2023-07-20,30000000,USD,30000000,Venture - Series Unknown,30000000,USD,30000000,204900000,USD,204900000,Venture - Series Unknown,204900000,USD,204900000,"Invesco, Lightspeed Venture Partners, Jackson Square Ventures, R136 Ventures, Jaws Ventures",2016-01-01,year,Active
Rossum,https://www.crunchbase.com/organization/rossum,"London, England, United Kingdom",Rossum is an AI-based cloud document gateway that provides end-to-end transactional document automation.,"Artificial Intelligence (AI), Document Management, Machine Learning, SaaS, Software","1,056",,,6,Early Stage Venture,2024-01-26,,,,Debt Financing,72000000,GBP,99316783,108816783,USD,108816783,Series A,108816783,USD,108816783,"General Catalyst, Seedcamp, StartupYard, CIBC Innovation Banking, Verissimo Ventures",2017-01-16,day,Active
Tendo,https://www.crunchbase.com/organization/tendo-systems,"Philadelphia, Pennsylvania, United States","Tendo's mission is to become the trusted connection between patients, clinicians, and caregivers by creating software.","Health Care, Information Technology, Software, Technical Support, Wireless","1,065",,,4,,2023-10-23,118552860,USD,118552860,Venture - Series Unknown,118552860,USD,118552860,187552860,USD,187552860,Venture - Series Unknown,187552860,USD,187552860,"General Catalyst, Jefferson Health System, Lux Capital",2020-01-01,year,Active
Turtlemint,https://www.crunchbase.com/organization/turtlemint,"Thane, Maharashtra, India",Turtlemint is an insurtech platform that identifies and purchases appropriate insurance policies for consumers.,"Financial Services, Insurance, InsurTech","1,082",,,6,Late Stage Venture,2022-04-29,120000000,USD,120000000,Series E,120000000,USD,120000000,197000000,USD,197000000,Series E,197000000,USD,197000000,"Notable Capital, Blume Ventures, Nexus Venture Partners, MassMutual Ventures, Jungle Ventures",2015-01-01,year,Active
Axtria,https://www.crunchbase.com/organization/axtria,"Berkeley Heights, New Jersey, United States",Axtria is a big data analytics software and services company for the Life Sciences industry.,"Analytics, Big Data, Cloud Data Services, Life Science, Software","1,131",,,6,,2021-05-13,150000000,USD,150000000,Venture - Series Unknown,150000000,USD,150000000,206241834,USD,206241834,Venture - Series Unknown,206241834,USD,206241834,"Bain Capital Tech Opportunities, Sparta Group, Richard Braddock, Amarpreet Sawhney, Farhad Khosravi",2010-01-01,year,Active
Sei Labs,https://www.crunchbase.com/organization/sei-labs,"New York, New York, United States",Sei Labs is the layer 1 blockchain uniquely optimized for DeFi.,"Blockchain, Cryptocurrency","1,139",,,2,Early Stage Venture,2023-04-11,30000000,USD,30000000,Series A,30000000,USD,30000000,35000000,USD,35000000,Series A,35000000,USD,35000000,"Aegis Ventues, Hyperithm, OKX Ventures, GSR, Foresight Ventures",2022-01-01,year,Active
Globality,https://www.crunchbase.com/organization/globality-inc,"Palo Alto, California, United States",Globality revolutionizes how businesses buy and sell services by matching the best provider at the right price for every project.,"Artificial Intelligence (AI), Enterprise Applications, SaaS, Sales Enablement","1,150",,,5,Late Stage Venture,2021-01-21,138300000,USD,138300000,Series E,138300000,USD,138300000,310550000,USD,310550000,Series E,310550000,USD,310550000,"Scott Belsky, Raine Ventures, SanDisk, SoftBank Vision Fund, David Rosenblatt",2015-01-01,year,Active
Ladder,https://www.crunchbase.com/organization/ladder-2,"Palo Alto, California, United States",Ladder is a digital life insurance company that offers flexible term coverage in minutes saving policyholders up to 40%.,"Financial Services, FinTech, Insurance, InsurTech, Life Insurance","1,152",,,6,Late Stage Venture,2021-10-04,100000000,USD,100000000,Series D,100000000,USD,100000000,194000000,USD,194000000,Series D,194000000,USD,194000000,"Allianz, Lightspeed Venture Partners, Nyca Partners, 8VC, Northwestern Mutual Future Ventures",2015-04-07,day,Active
Sense,https://www.crunchbase.com/organization/sense-talent-labs,"San Francisco, California, United States","Sense is a smart talent engagement and communication platform that helps companies find, recruit, and deploy talent.","Human Resources, Internet, Professional Services, Recruiting, SaaS, Software, Staffing Agency","1,161",,,5,Late Stage Venture,2021-12-05,50000000,USD,50000000,Series D,50000000,USD,50000000,89500000,USD,89500000,Series D,89500000,USD,89500000,"Google Ventures, Khosla Ventures, Accel, Ridge Ventures, IDG Capital",2016-01-01,year,Active
Country Delight,https://www.crunchbase.com/organization/country-delight,"Sohna, Haryana, India",Country Delight produces and distributes cow and buffalo milk directly to customers' doorsteps.,"Agriculture, Delivery Service, Food and Beverage, Food Delivery","1,188",,,12,Late Stage Venture,2024-01-05,1644000000,INR,19762038,Series E,1644000000,INR,19762038,177929865,USD,177929865,Series E,177929865,USD,177929865,"Matrix Partners India, Elevation Capital, Alteria Capital, Orios Venture Partners, Trifecta Capital Advisors",2015-01-01,year,Active
Zola,https://www.crunchbase.com/organization/zola,"New York, New York, United States",Zola is a wedding company that reinvents the wedding planning and registry experience.,"E-Commerce, Internet, Shopping, Wedding","1,205",,,8,Late Stage Venture,2020-05-22,,,,Series D,,,,240849999,USD,240849999,Series D,240849999,USD,240849999,"Thrive Capital, Lightspeed Venture Partners, Comcast Ventures, TCG, BAM Ventures",2013-01-01,year,Active
ClearBank,https://www.crunchbase.com/organization/clearbank,"Bristol, Bristol, City of, United Kingdom",ClearBank is a clearing and agency banking platform allowing banks and other customers real-time clearance on payment transactions.,"Banking, Financial Services, FinTech, Payments","1,209",,,6,,2022-03-18,175000000,GBP,230685068,Venture - Series Unknown,175000000,GBP,230685068,516399799,USD,516399799,Venture - Series Unknown,627412880,USD,627412880,"NatWest Group, CFFI Ventures, Apax Digital, PPF Group, Capability and Innovation Fund",2015-01-01,year,Active
Paysend,https://www.crunchbase.com/organization/paysend,"London, England, United Kingdom",Paysend is a financial technology platform that enables any bank card (Visa or MasterCard) to send and receive money worldwide.,"Financial Services, FinTech, Mobile Payments, Payments","1,243",,,7,,2023-11-29,51000000,GBP,64746119,Venture - Series Unknown,51000000,GBP,64746119,337602860,USD,337602860,Venture - Series Unknown,337602860,USD,337602860,"Mastercard, TelevisaUnivision, Plug and Play, InfraVia Capital Partners, One Peak",2017-04-01,month,Active
Resilience Cyber Insurance Solutions,https://www.crunchbase.com/organization/resilience-insurance,"New York, New York, United States","Resilience supports companies assess, measure, and manage their cyber risk by balancing risk acceptance, mitigation, and transfer.","Cyber Security, Insurance, Risk Management, SaaS","1,254",,,3,Late Stage Venture,2023-08-07,100000000,USD,100000000,Series D,100000000,USD,100000000,217000000,USD,217000000,Series D,217000000,USD,217000000,"General Catalyst, Lightspeed Venture Partners, Founders Fund, Intact Ventures, UL Ventures",2016-10-01,month,Active
ipsy,https://www.crunchbase.com/organization/personalized-beauty-discovery,"San Mateo, California, United States",ipsy is an online beauty community that home delivers a box of 5 beauty samples for a monthly subscription fee.,"Beauty, Cosmetics, E-Commerce","1,293",,,4,,2020-12-15,133983121,USD,133983121,Undisclosed,133983121,USD,133983121,237218914,USD,237218914,Undisclosed,237218914,USD,237218914,"500 Global, ACME Capital, Crosscut Ventures, TPG Growth, Graph Ventures",2011-11-01,month,Active
